accession,x,y,z
KX411300,-0.80187553,-0.5962379,-0.03867862
CY230715,0.96729594,-0.25159866,-0.032199457
MH125625,-0.80044156,-0.5978016,-0.04389155
MK772120,0.9660602,-0.25548422,-0.038149472
MN000569,0.9660602,-0.25548422,-0.038149472
MT466105,-0.81730515,-0.57596695,-0.016565768
KT840103,0.96987236,-0.24346904,-0.00839284
KX411308,-0.8032338,-0.5946348,-0.034998886
CY230723,0.9687698,-0.24486223,-0.03908451
MH125633,-0.80044156,-0.5978016,-0.04389155
MN000577,0.965887,-0.25611177,-0.038328107
MK772128,0.965887,-0.25611177,-0.038328107
KT840010,0.96752083,-0.25239614,-0.014126482
KX411860,-0.80503273,-0.5923487,-0.032331906
CY230707,0.9665136,-0.25359765,-0.03923934
MH125641,-0.79796845,-0.60126495,-0.041553915
MK772918,-0.80788636,-0.588892,-0.022931403
KU589371,-0.79443973,-0.6059107,-0.04168464
KY289341,0.9785345,-0.2056376,0.013539302
CY209033,0.9785345,-0.2056376,0.013539302
CY239745,0.96689045,-0.25268334,-0.035694234
CY230699,0.96689045,-0.25268334,-0.035694234
MH897985,0.9672376,-0.25012487,-0.043464776
MH126376,0.9672376,-0.25012487,-0.043464776
MK856512,0.9661818,-0.2549947,-0.038345568
MN246142,0.9661818,-0.2549947,-0.038345568
KY289494,0.9785345,-0.2056376,0.013539302
CY213827,0.9785345,-0.2056376,0.013539302
MH897993,0.9637906,-0.2612505,-0.053439867
MH126384,0.9637906,-0.2612505,-0.053439867
MK856522,0.9669783,-0.25215328,-0.037038248
MN246150,0.9669783,-0.25215328,-0.037038248
CY210696,0.9661269,-0.253363,-0.04905144
CY230691,0.97099066,-0.23519343,-0.043141697
MH125649,-0.80894846,-0.58596855,-0.047361173
MN221566,0.9661605,-0.25507525,-0.03834922
MK856530,0.9661605,-0.25507525,-0.03834922
CY210688,0.9668626,-0.2516014,-0.043281715
CY230683,0.96819997,-0.24516009,-0.04985401
CY239737,0.96819997,-0.24516009,-0.04985401
MH443421,-0.80127245,-0.5968328,-0.041870303
MH125657,-0.80127245,-0.5968328,-0.041870303
MK856538,0.9656178,-0.25719395,-0.037862845
MN221574,0.9656178,-0.25719395,-0.037862845
CY212787,0.9661269,-0.253363,-0.04905144
CY230675,0.9772764,-0.21196796,-0.00067342736
MH183454,-0.80044156,-0.5978016,-0.04389155
MK855606,-0.7997635,-0.59804636,-0.052142657
CY228047,0.9661269,-0.253363,-0.04905144
CY212795,0.9661269,-0.253363,-0.04905144
MH585853,0.96662134,-0.2544939,-0.029593986
MN000582,0.9667471,-0.25357682,-0.033151213
MN246158,0.9667471,-0.25357682,-0.033151213
CY234763,0.9706147,-0.2399533,-0.018153818
MH183462,-0.8041444,-0.5935915,-0.031638328
MK999443,-0.8012982,-0.59576243,-0.054665193
CY234771,0.9706147,-0.2399533,-0.018153818
MH585861,0.9669606,-0.25241956,-0.03565976
MH792467,0.9669606,-0.25241956,-0.03565976
MN246166,0.9668795,-0.24975275,-0.052607153
MN000590,0.9668795,-0.24975275,-0.052607153
CY234747,0.9661705,-0.25373724,-0.046174675
MH359815,-0.80044156,-0.5978016,-0.04389155
MN246171,0.9682857,-0.24751842,-0.03402036
MN221582,0.9682857,-0.24751842,-0.03402036
CY258509,-0.8098666,-0.58399594,-0.055361334
CY256518,-0.8098666,-0.58399594,-0.055361334
MH245900,-0.80044156,-0.5978016,-0.04389155
MN246179,0.9682857,-0.24751842,-0.03402036
MN221590,0.9682857,-0.24751842,-0.03402036
CY256510,-0.8098666,-0.58399594,-0.055361334
CY258501,-0.8098666,-0.58399594,-0.055361334
MH601169,0.9637906,-0.2612505,-0.053439867
MN881118,0.96563363,-0.25530878,-0.048672006
MN638428,0.96563363,-0.25530878,-0.048672006
CY250628,0.96601385,-0.25433934,-0.04614075
CY257934,0.96601385,-0.25433934,-0.04614075
MH601173,-0.80894846,-0.58596855,-0.047361173
MN819900,0.96662635,-0.25216022,-0.045263626
MT030879,0.96662635,-0.25216022,-0.045263626
CY250620,0.96810436,-0.24651124,-0.0447908
CY259883,0.96810436,-0.24651124,-0.0447908
MT034586,-0.8107883,-0.58496374,-0.020973086
MT034594,-0.8107883,-0.58496374,-0.020973086
CY263256,-0.80044156,-0.5978016,-0.04389155
MG978452,-0.80044156,-0.5978016,-0.04389155
MH601183,0.9672376,-0.25012487,-0.043464776
MT034610,-0.8107883,-0.58496374,-0.020973086
MT034600,-0.8107883,-0.58496374,-0.020973086
CY264180,0.9694144,-0.24330309,-0.032235183
MH601195,-0.7968838,-0.60267717,-0.041909337
MT167170,-0.8124613,-0.58188295,-0.036316317
MT167178,-0.8124613,-0.58188295,-0.036316317
CY263248,-0.8043244,-0.5927779,-0.040946733
MG978460,-0.8043244,-0.5927779,-0.040946733
MT167186,-0.8107883,-0.58496374,-0.020973086
MT167194,-0.8107883,-0.58496374,-0.020973086
CY264204,0.96810436,-0.24651124,-0.0447908
MH601203,-0.80044156,-0.5978016,-0.04389155
CY264188,0.96810436,-0.24651124,-0.0447908
MH601211,0.967687,-0.24773264,-0.04701588
CY264196,0.96810436,-0.24651124,-0.0447908
MH669908,-0.8007127,-0.59746754,-0.04349381
MH601219,-0.80044156,-0.5978016,-0.04389155
MH081898,0.9684649,-0.24507426,-0.044880792
MK364034,-0.80391693,-0.591948,-0.057577554
MK245927,-0.80391693,-0.591948,-0.057577554
MH083318,-0.80044156,-0.5978016,-0.04389155
MK364448,-0.7991205,-0.5983255,-0.05842167
MK265659,-0.7991205,-0.5983255,-0.05842167
MH126389,0.9672376,-0.25012487,-0.043464776
MH081904,0.9672376,-0.25012487,-0.043464776
MK556834,-0.8058433,-0.5903713,-0.04558835
MK364068,-0.8058433,-0.5903713,-0.04558835
MH081915,0.96847427,-0.2449302,-0.045463134
MK398823,-0.81060845,-0.58377934,-0.04599601
MK556842,-0.8018946,-0.59623206,-0.03837127
MK398751,-0.8018946,-0.59623206,-0.03837127
MK475535,-0.8018946,-0.59623206,-0.03837127
MK744692,0.9664713,-0.25141606,-0.052184016
MK474709,0.9664713,-0.25141606,-0.052184016
MK475543,-0.8030606,-0.5943191,-0.04334229
MK744700,0.96708477,-0.24941836,-0.05037316
MK474669,0.96708477,-0.24941836,-0.05037316
MK626038,-0.8030606,-0.5943191,-0.04334229
MK623045,0.9661605,-0.25507525,-0.03834922
MK744708,0.9661605,-0.25507525,-0.03834922
MK744716,0.9661605,-0.25507525,-0.03834922
MK623053,0.9661605,-0.25507525,-0.03834922
MK556847,-0.8067355,-0.58929837,-0.043648936
MK382136,-0.79820925,-0.6015338,-0.03192085
CY025384,0.6213674,0.5687423,0.53892004
CY026038,0.9712648,-0.23778084,0.0102448715
CY027414,0.6202252,0.56483644,0.54431653
CY025862,0.9771143,-0.21030231,0.03194642
CY093264,0.97118574,-0.23629826,0.031004373
KC781386,-0.79779565,-0.60281694,-0.011571576
KY044963,-0.79443973,-0.6059107,-0.04168464
KX406020,-0.79443973,-0.6059107,-0.04168464
CY216058,0.96880144,-0.24495785,-0.03767258
MH125666,-0.8020498,-0.5958256,-0.04132766
MK744721,0.96534604,-0.25681117,-0.046422113
MN000601,0.96534604,-0.25681117,-0.046422113
MT330577,-0.81781596,-0.57460684,-0.03168876
KF789904,0.971649,-0.23059447,0.052196052
KF789785,0.97172993,-0.23029801,0.051998697
KX005971,-0.79443973,-0.6059107,-0.04168464
CY222574,0.96783984,-0.24509323,-0.05670428
CY216066,0.96776634,-0.24579331,-0.054899793
MH126400,0.9672376,-0.25012487,-0.043464776
MK630787,-0.80652714,-0.5893096,-0.04720254
MT330585,-0.8259013,-0.56248254,-0.038732115
KX406252,-0.8048093,-0.59278905,-0.029717678
CY220248,0.9668633,-0.25125876,-0.04521516
MK630795,-0.80652714,-0.5893096,-0.04720254
CY220240,0.96982765,-0.24044704,-0.04024293
MH126408,0.96630985,-0.25278842,-0.048407573
MN000609,0.9661605,-0.25507525,-0.03834922
MK676828,0.9661605,-0.25507525,-0.03834922
KX414921,0.9742651,-0.22540005,0.0015155047
KY044355,0.9742651,-0.22540005,0.0015155047
CY222054,0.9720777,-0.23465087,-0.0019643004
MH183470,-0.8046168,-0.59180564,-0.04855855
KX414913,0.9656452,-0.2558476,-0.045513548
CY222062,0.9705827,-0.23961401,-0.023546515
MH585869,0.9655877,-0.2564125,-0.043508984
MK676836,0.9661605,-0.25507525,-0.03834922
MN000617,0.9661605,-0.25507525,-0.03834922
KX406972,-0.7924548,-0.60848546,-0.041963235
CY222110,-0.7948283,-0.6052264,-0.044149436
KX407668,-0.80082417,-0.5975858,-0.03964736
CY239714,0.9643424,-0.26080087,-0.04501843
CY223166,0.9643424,-0.26080087,-0.04501843
MH585877,0.96766114,-0.24901104,-0.040317617
MK268558,0.96766114,-0.24901104,-0.040317617
KT843391,0.9700755,-0.2425447,-0.011206957
CY223174,0.9673409,-0.2501189,-0.04113459
MN000625,0.9661605,-0.25507525,-0.03834922
MK744193,0.9661605,-0.25507525,-0.03834922
KT843494,0.9734722,-0.22857806,-0.010194573
CY225351,0.96671885,-0.25294462,-0.0383881
MH245908,-0.80324906,-0.5939147,-0.04534525
MK715715,-0.80652714,-0.5893096,-0.04720254
KX003628,0.9669194,-0.25505188,-0.003927844
MH601227,-0.7998274,-0.59828246,-0.04831487
KX003636,0.97014576,-0.24184881,-0.018065164
KX003644,0.96876556,-0.24706726,-0.02123445
KX003652,0.9684571,-0.24822934,-0.021753434
KX003660,0.9684571,-0.24822934,-0.021753434
KX003668,0.9684571,-0.24822934,-0.021753434
KX003675,0.9691707,-0.24550404,-0.020880008
KU590792,0.9684571,-0.24822934,-0.021753434
KX003687,0.97014576,-0.24184881,-0.018065164
KX003694,0.96890885,-0.24688476,-0.01623241
CY228814,0.9673409,-0.2501189,-0.04113459
CY234345,0.9673409,-0.2501189,-0.04113459
MH246248,0.96678054,-0.25097775,-0.04843151
MN000633,0.9661605,-0.25507525,-0.03834922
MK744165,0.9661605,-0.25507525,-0.03834922
KX003700,0.96835375,-0.24926046,-0.012657053
KX003708,0.9684571,-0.24822934,-0.021753434
KX003716,0.96890885,-0.24688476,-0.01623241
KX003724,0.9684571,-0.24822934,-0.021753434
KX003732,0.9684571,-0.24822934,-0.021753434
KU590943,0.9684571,-0.24822934,-0.021753434
KX003748,0.9701029,-0.24077192,-0.030484542
KX003756,0.9701029,-0.24077192,-0.030484542
KX003772,0.9701029,-0.24077192,-0.030484542
KX003764,0.9701029,-0.24077192,-0.030484542
KX918637,-0.80090487,-0.59795624,-0.031618517
CY230739,0.96432084,-0.26087964,-0.045023557
MH245916,-0.80691665,-0.5888131,-0.046740692
MK772136,0.9661818,-0.2549947,-0.038345568
KX003780,0.97053754,-0.23908426,-0.029922787
KX003788,0.9701029,-0.24077192,-0.030484542
KX003796,0.97175545,-0.23445402,-0.02688025
KX003804,0.9702588,-0.2418016,-0.011399642
KX003812,0.9701029,-0.24077192,-0.030484542
KX003820,0.9701029,-0.24077192,-0.030484542
KX003828,0.96756154,-0.25190666,-0.019177653
KX003836,0.96987706,-0.24091873,-0.03600737
KX003844,0.97175545,-0.23445402,-0.02688025
KT843846,0.9684571,-0.24822934,-0.021753434
CY235505,0.96510476,-0.2575584,-0.0472914
CY235497,0.96510476,-0.2575584,-0.0472914
MK027492,0.9655877,-0.2564125,-0.043508984
MH306752,0.9655877,-0.2564125,-0.043508984
MK772144,0.9661605,-0.25507525,-0.03834922
MN246190,0.9661605,-0.25507525,-0.03834922
KX003852,0.96756154,-0.25190666,-0.019177653
KX003860,0.9701029,-0.24077192,-0.030484542
KX003868,0.9701029,-0.24077192,-0.030484542
KX003876,0.96834975,-0.24922243,-0.013677382
KT844128,0.9684571,-0.24822934,-0.021753434
KT844136,0.9661334,-0.25787082,-0.009420015
KT844144,0.9701868,-0.2415213,-0.020126736
KT844152,0.966793,-0.2547147,-0.020778524
KT843623,0.9684571,-0.24822934,-0.021753434
KY116087,0.9742651,-0.22540005,0.0015155047
CY230747,0.9673409,-0.2501189,-0.04113459
MH305637,-0.80044156,-0.5978016,-0.04389155
MN000638,0.9661605,-0.25507525,-0.03834922
MN246198,0.9661605,-0.25507525,-0.03834922
KY117008,0.9695861,-0.24363908,-0.023299342
KT844160,0.9695861,-0.24363908,-0.023299342
KT844168,0.9701868,-0.2415213,-0.020126736
KT844176,0.9718481,-0.23503758,-0.016393201
KT843563,0.9701807,-0.24225743,-0.007786523
KT844192,0.96471304,-0.26059407,-0.037677363
KT844200,0.96471304,-0.26059407,-0.037677363
KT844208,0.96471304,-0.26059407,-0.037677363
KT843634,0.9669194,-0.25505188,-0.003927844
KT844224,0.9669194,-0.25505188,-0.003927844
KT844232,0.9669194,-0.25505188,-0.003927844
KC883403,0.96890295,-0.24400061,0.041118685
KY115791,-0.7977442,-0.6014942,-0.042531703
MH305645,-0.8040531,-0.59320045,-0.040147305
MN000646,0.9661605,-0.25507525,-0.03834922
MN246206,0.9661605,-0.25507525,-0.03834922
KT844240,0.97014576,-0.24184881,-0.018065164
KU590102,0.96827435,-0.24838708,-0.027362648
KU589684,0.96827435,-0.24838708,-0.027362648
KU589692,0.9678079,-0.25087458,-0.02024868
KU590118,0.9701868,-0.2415213,-0.020126736
KU589700,0.96848005,-0.247659,-0.02667039
KU590125,0.96848005,-0.247659,-0.02667039
KU589708,0.96843326,-0.24837543,-0.021134352
KU590133,0.96843326,-0.24837543,-0.021134352
KU589716,0.9652899,-0.25768644,-0.042582177
KU590141,0.9652899,-0.25768644,-0.042582177
KU590306,0.970706,-0.23897111,-0.024952048
KU589975,0.970706,-0.23897111,-0.024952048
KU590314,0.9677311,-0.25067663,-0.025646806
KU589983,0.9677311,-0.25067663,-0.025646806
KX003884,0.96471304,-0.26059407,-0.037677363
KU589991,0.96471304,-0.26059407,-0.037677363
KY115799,-0.80267125,-0.59540105,-0.03487762
CY235641,0.9673409,-0.2501189,-0.04113459
CY235633,0.9673409,-0.2501189,-0.04113459
MH306756,0.9668797,-0.25199634,-0.04051424
MH898009,0.9668797,-0.25199634,-0.04051424
MN246214,0.9661605,-0.25507525,-0.03834922
MN000654,0.9661605,-0.25507525,-0.03834922
KU590016,0.970706,-0.23897111,-0.024952048
KU589999,0.96471304,-0.26059407,-0.037677363
KU590330,0.96471304,-0.26059407,-0.037677363
KX412094,0.96471304,-0.26059407,-0.037677363
KX412102,0.9677311,-0.25067663,-0.025646806
KX412110,0.96723354,-0.2526946,-0.024591144
KX412118,0.96471304,-0.26059407,-0.037677363
KX412126,0.9676762,-0.25142884,-0.01965434
KX412134,0.96471304,-0.26059407,-0.037677363
KT843635,0.9691428,-0.2463905,-0.007349301
KX915605,-0.80171645,-0.59655255,-0.03709245
CY239905,0.96630985,-0.25278842,-0.048407573
MK999451,-0.80652714,-0.5893096,-0.04720254
KX412142,0.970706,-0.23897111,-0.024952048
KX412150,0.9676762,-0.25142884,-0.01965434
KX412156,0.968876,-0.2459798,-0.027805954
KX412164,0.9704572,-0.2384975,-0.036494203
KX412172,0.9683059,-0.24831274,-0.026918389
KX412180,0.9703615,-0.24113785,-0.015848774
KX412188,0.970706,-0.23897111,-0.024952048
KX412196,0.96895313,-0.24678816,-0.015016492
KU589511,0.9701868,-0.2415213,-0.020126736
KT844340,0.9691428,-0.2463905,-0.007349301
CY239578,-0.79703504,-0.6024461,-0.042354967
MH897958,0.9683817,-0.2451602,-0.046188787
MH358487,0.9683817,-0.2451602,-0.046188787
MN003523,-0.81686074,-0.5765799,-0.017154112
KU590692,0.96953833,-0.2429472,-0.031178977
KX412201,0.968876,-0.2459798,-0.027805954
KU591408,0.9658168,-0.25487706,-0.047281567
KX412205,0.9683059,-0.24831274,-0.026918389
KU589535,0.9683059,-0.24831274,-0.026918389
KU589542,0.96843326,-0.24837543,-0.021134352
KX917861,0.9696941,-0.24152677,-0.036852993
CY240088,0.9673409,-0.2501189,-0.04113459
MH359823,-0.7967578,-0.6024275,-0.04751978
MN221598,0.9663656,-0.25431636,-0.03822043
MN246219,0.9663656,-0.25431636,-0.03822043
KU589550,0.96895313,-0.24678816,-0.015016492
KU589557,0.970706,-0.23897111,-0.024952048
KU589565,0.9703615,-0.24113785,-0.015848774
CY019958,-0.22135922,0.91750216,0.3304389
KX412210,0.97168463,-0.2336771,-0.034982443
KX412218,0.97063637,-0.23936713,-0.02384162
KX412226,0.9711963,-0.23609975,-0.03216722
KX412234,0.9699203,-0.24080247,-0.03562038
KX412242,0.9699203,-0.24080247,-0.03562038
KX915997,-0.7933708,-0.6072937,-0.041918963
CY239634,-0.79728496,-0.6021,-0.04257069
MH358495,0.9655877,-0.2564125,-0.043508984
MH845775,0.9655877,-0.2564125,-0.043508984
MN003531,-0.8082326,-0.58657366,-0.05187738
KX412250,0.9734116,-0.22765873,-0.025322227
KX412258,0.9734116,-0.22765873,-0.025322227
KX412266,0.9734116,-0.22765873,-0.025322227
KX412274,0.9693661,-0.24397692,-0.028368872
KX003959,0.96531725,-0.26107898,0.00055514387
KX003967,0.96953833,-0.2429472,-0.031178977
KU590322,0.96471304,-0.26059407,-0.037677363
KX003975,0.9669194,-0.25505188,-0.003927844
KT844348,0.9684571,-0.24822934,-0.021753434
KX915989,-0.7931858,-0.60726774,-0.045632333
CY240080,0.9622661,-0.26534665,-0.060292076
MN246227,0.9655573,-0.25829613,-0.031339765
MN221606,0.9655573,-0.25829613,-0.031339765
KX003983,0.9676972,-0.25057447,-0.027831575
KU591553,0.9683059,-0.24831274,-0.026918389
KX003991,0.9683059,-0.24831274,-0.026918389
KX003998,0.968876,-0.2459798,-0.027805954
KU591728,0.964724,-0.26077825,-0.036087736
KU591798,0.96471304,-0.26059407,-0.037677363
KU591977,0.9644357,-0.26208645,-0.034270912
KU591985,0.9683059,-0.24831274,-0.026918389
KU591993,0.96843326,-0.24837543,-0.021134352
KT889056,0.97199297,-0.23283586,0.031893164
KY044188,0.9741257,-0.22570544,-0.011666889
KX916789,0.9741257,-0.22570544,-0.011666889
CY240064,0.9677221,-0.25160652,-0.014425063
CY242223,0.9677221,-0.25160652,-0.014425063
MN083371,-0.7976003,-0.60230017,-0.032681666
KU591806,0.9720143,-0.2348617,-0.005309653
KU591814,0.9720143,-0.2348617,-0.005309653
KU591822,0.96856487,-0.2473767,-0.026212696
KU590763,0.97018045,-0.23984928,-0.034960374
KX412285,0.97168463,-0.2336771,-0.034982443
KU591263,0.9699203,-0.24080247,-0.03562038
KX412293,0.96834975,-0.24922243,-0.013677382
KU591830,0.970706,-0.23897111,-0.024952048
KU592001,0.9718481,-0.23503758,-0.016393201
KU592009,0.9676762,-0.25142884,-0.01965434
KX916781,0.97470784,-0.222256,-0.023388986
CY240072,0.9677221,-0.25160652,-0.014425063
MH601234,0.9675708,-0.24866186,-0.044429667
MN084113,0.96770966,-0.24575847,-0.056041554
MN318978,0.96770966,-0.24575847,-0.056041554
KU592017,0.9676762,-0.25142884,-0.01965434
KU591838,0.9701951,-0.24082433,-0.026926959
KY116960,0.96580875,-0.25561982,-0.04326543
KU592025,0.96471304,-0.26059407,-0.037677363
KX412309,0.9695051,-0.24291238,-0.03245781
KU592033,0.97119755,-0.23799591,-0.011547227
KU592041,0.9718481,-0.23503758,-0.016393201
KU591846,0.96471304,-0.26059407,-0.037677363
KU592049,0.96450865,-0.2616107,-0.035817828
KU590779,0.96835417,-0.24717401,-0.03457099
KU591854,0.96723354,-0.2526946,-0.024591144
KY003391,0.96909887,-0.2424787,-0.045293547
CY208929,0.96909887,-0.2424787,-0.045293547
CY244514,0.9677221,-0.25160652,-0.014425063
CY242311,0.9677221,-0.25160652,-0.014425063
MH601243,-0.80324906,-0.5939147,-0.04534525
MN084121,0.9662856,-0.25546128,-0.0321207
MN318986,0.9662856,-0.25546128,-0.0321207
KY116952,0.96835417,-0.24717401,-0.03457099
KU592057,0.96723354,-0.2526946,-0.024591144
KU592065,0.970706,-0.23897111,-0.024952048
KU590797,0.9734116,-0.22765873,-0.025322227
KU592073,0.964724,-0.26077825,-0.036087736
KU591862,0.96471304,-0.26059407,-0.037677363
KU591869,0.9703615,-0.24113785,-0.015848774
KU591877,0.96856487,-0.2473767,-0.026212696
KU592081,0.9701951,-0.24082433,-0.026926959
KX412318,0.9686553,-0.24668553,-0.029209368
KU592089,0.970706,-0.23897111,-0.024952048
KT844357,0.9684571,-0.24822934,-0.021753434
CY208921,0.9695427,-0.24088834,-0.044268418
KY003429,0.9695427,-0.24088834,-0.044268418
CY244522,0.9671585,-0.24975266,-0.047200315
CY242319,0.9671585,-0.24975266,-0.047200315
MH601251,-0.80316716,-0.59402424,-0.045360412
KX412325,0.96491265,-0.25805622,-0.048482858
KX412332,0.9676762,-0.25142884,-0.01965434
KX412339,0.97175545,-0.23445402,-0.02688025
KU590527,0.9676762,-0.25142884,-0.01965434
KU590535,0.9685926,-0.24723025,-0.026563987
KU590543,0.96723354,-0.2526946,-0.024591144
KU590556,0.9731846,-0.22939408,-0.017025976
KU591269,0.96486115,-0.2609473,-0.030815352
KU591285,0.9644357,-0.26208645,-0.034270912
KT843659,0.9652334,-0.25993988,-0.027487412
KY116119,0.9663332,-0.25372902,-0.042683262
CY211515,0.9663332,-0.25372902,-0.042683262
CY243520,0.9645526,-0.26064432,-0.0412661
MN221611,0.967593,-0.24961321,-0.038170148
MN423455,0.967593,-0.24961321,-0.038170148
KU591583,0.96486115,-0.2609473,-0.030815352
KU592121,0.96723354,-0.2526946,-0.024591144
KU591591,0.9644357,-0.26208645,-0.034270912
KU592128,0.9644357,-0.26208645,-0.034270912
KX004700,-0.79443973,-0.6059107,-0.04168464
KU509768,-0.79209435,-0.6096631,-0.029954884
KX413458,0.96603596,-0.2551912,-0.040644977
KX413522,0.9656452,-0.2558476,-0.045513548
KX413530,0.96835417,-0.24717401,-0.03457099
KX412999,0.96835417,-0.24717401,-0.03457099
KT889062,0.97209126,-0.2306661,0.04279918
CY211523,0.9741526,-0.22560002,-0.011458978
CY210204,0.9741526,-0.22560002,-0.011458978
CY243536,0.969324,-0.24302843,-0.036716968
MH601255,0.9658795,-0.25570625,-0.041123036
MN221619,0.9661605,-0.25507525,-0.03834922
MN423463,0.9661605,-0.25507525,-0.03834922
CY209121,0.96953607,-0.24240847,-0.035183836
CY244943,0.97110605,-0.23459654,-0.04378981
CY243528,0.97110605,-0.23459654,-0.04378981
MN552552,0.96861047,-0.24585968,-0.036698684
MN371526,0.96861047,-0.24585968,-0.036698684
KT843777,0.9684571,-0.24822934,-0.021753434
CY209129,0.96889865,-0.2442865,-0.039489735
CY227063,0.96889865,-0.2442865,-0.039489735
CY243544,0.9679693,-0.25055334,-0.016076744
MH601267,-0.8046168,-0.59180564,-0.04855855
KT843785,0.9684571,-0.24822934,-0.021753434
CY210433,0.96953607,-0.24240847,-0.035183836
CY243552,0.9671585,-0.24975266,-0.047200315
CY244951,0.9671585,-0.24975266,-0.047200315
MN638439,0.96861047,-0.24585968,-0.036698684
KT843793,0.9684571,-0.24822934,-0.021753434
